TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,ReedemableStoreCryptoCurrency,WinCoins
924,5/4/2025,1093,2006,402,3.0,594,47,No
925,5/4/2025,1084,2071,404,2.0,492.13,35,Yes
926,5/4/2025,1183,2057,401,0.0,873.96,80,No
927,5/4/2025,1194,2084,402,0.0,563.7,26,No
928,5/4/2025,1087,2045,403,2.0,499.42,99,No
929,5/4/2025,1179,2013,401,1.0,1683.65,50,Yes
930,5/4/2025,1126,2017,404,0.0,927.4,67,No
931,5/4/2025,1065,2078,402,1.0,127.81,45,Yes
932,5/4/2025,1030,2050,402,3.0,186.78,42,No
933,5/4/2025,1005,2024,403,0.0,621.35,69,Yes
934,5/4/2025,1193,2053,401,0.0,1830.45,63,Yes
935,5/4/2025,1197,2057,404,1.0,1179.85,97,Yes
936,5/4/2025,1127,2000,401,3.0,969.31,72,No
937,5/4/2025,1149,2061,402,1.0,359.86,42,Yes
938,5/4/2025,1187,2016,401,3.0,2584.16,98,No
939,5/4/2025,1168,2076,403,3.0,2418.21,87,Yes
940,5/4/2025,1107,2077,402,2.0,898.93,3,No
941,5/4/2025,1101,2043,403,3.0,3493.8,81,Yes
942,5/4/2025,1034,2017,404,2.0,0,32,No
943,5/4/2025,1179,2070,403,1.0,61.52,54,No
944,5/4/2025,1051,2026,403,2.0,338.5,7,Yes
945,5/4/2025,1172,2016,402,2.0,516.83,17,Yes
946,5/4/2025,1181,2014,403,3.0,246.3,42,No
947,5/4/2025,1149,2073,404,2.0,799.09,70,Yes
948,5/4/2025,1108,2001,401,0.0,412.35,23,No
949,5/4/2025,1097,2018,401,0.0,1084.52,5,Yes
950,5/4/2025,1051,2034,402,2.0,217.87,93,No
951,5/4/2025,1174,2032,402,0.0,4728,64,Yes
952,5/4/2025,1176,2037,402,0.0,720.28,1,No
953,5/4/2025,1091,2057,401,1.0,786.56,41,No
954,5/4/2025,1190,2082,404,1.0,239.94,21,Yes
955,5/4/2025,1130,2089,403,0.0,413.52,61,Yes
956,5/4/2025,1097,2049,404,2.0,0,100,No
957,5/4/2025,1141,2006,401,2.0,0,94,No
958,5/4/2025,1051,2079,404,1.0,1710.97,55,Yes
959,5/4/2025,1162,2090,403,1.0,257.9,54,Yes
960,5/4/2025,1198,2092,402,2.0,771.54,63,Yes
961,5/4/2025,1114,2022,401,1.0,3020.31,28,Yes
962,5/4/2025,1044,2094,401,3.0,493.35,2,No
963,5/4/2025,1010,2054,403,2.0,720.41,89,No
964,5/4/2025,1033,2020,403,0.0,751.66,89,Yes
965,5/4/2025,1084,2059,402,0.0,0,88,Yes
966,5/4/2025,1039,2041,401,2.0,0,41,No
967,5/4/2025,1125,2073,403,0.0,1997.72,13,No
968,5/4/2025,1005,2090,403,1.0,193.43,38,Yes
969,5/4/2025,1047,2066,401,1.0,464.45,45,Yes
970,5/4/2025,1106,2069,404,0.0,464.78,69,No
971,5/4/2025,1089,2028,402,2.0,0,83,No
972,5/4/2025,1084,2046,403,1.0,0,69,No
973,5/4/2025,1192,2079,404,0.0,950.54,17,No
974,5/4/2025,1029,2085,403,3.0,726.45,99,No
975,5/4/2025,1061,2082,402,0.0,533.2,54,No
976,5/4/2025,1174,2041,404,0.0,804.21,18,Yes
977,5/4/2025,1098,2032,403,0.0,0,49,Yes
978,5/4/2025,1132,2098,403,3.0,3631.44,35,Yes
979,5/4/2025,1124,2005,403,1.0,1157.71,59,Yes
980,5/4/2025,1082,2065,401,0.0,1411.02,28,No
981,5/4/2025,1042,2098,401,0.0,4539.3,13,Yes
982,5/4/2025,1053,2085,402,3.0,726.45,45,No
983,5/4/2025,1026,2026,404,0.0,423.12,42,Yes
984,5/4/2025,1191,2087,402,0.0,477.96,15,No
985,5/4/2025,1117,2091,403,0.0,1811.58,82,No
986,5/4/2025,1022,2009,401,1.0,119.36,51,Yes
987,5/4/2025,1064,2071,401,1.0,1107.29,93,Yes
988,5/4/2025,1066,2052,404,3.0,5118.82,42,No
989,5/4/2025,1161,2051,404,2.0,375.42,13,Yes
990,5/4/2025,1004,2049,401,0.0,939.84,4,No
991,5/4/2025,1164,2092,401,0.0,2893.26,88,Yes
992,5/4/2025,1179,2009,403,0.0,66.31,76,Yes
993,5/4/2025,1074,2087,403,0.0,477.96,77,No
994,5/4/2025,1072,2097,404,3.0,842.1,10,Yes
995,5/4/2025,1101,2084,401,3.0,1127.4,4,No
996,5/4/2025,1040,2068,402,1.0,2952.86,94,Yes
997,5/4/2025,1191,2050,403,1.0,504.31,99,No
998,5/4/2025,1076,2086,403,0.0,2682.3,62,Yes
999,5/4/2025,1141,2071,402,0.0,1230.32,30,No
1000,5/4/2025,1010,2000,404,0.0,3877.24,92,Yes
1001,5/4/2025,1078,2026,403,1.0,761.62,9,No
1002,5/4/2025,1105,2082,402,1.0,239.94,38,Yes
1003,5/4/2025,1047,2028,403,1.0,1148.29,96,No
1004,5/4/2025,1029,2023,401,3.0,2818.62,50,Yes
1005,5/4/2025,1165,2070,401,2.0,54.69,79,No
1006,5/4/2025,1171,2008,403,0.0,133.18,51,Yes
1007,5/4/2025,1050,2092,404,2.0,771.54,42,Yes
1008,5/4/2025,1091,2016,402,0.0,1292.08,39,No
1009,5/4/2025,1072,2079,401,1.0,855.49,87,Yes
1010,5/4/2025,1081,2062,404,2.0,495.49,90,Yes
1011,5/4/2025,1157,2084,403,1.0,253.67,19,Yes
1012,5/4/2025,1144,2072,403,2.0,672.48,61,Yes
1013,5/4/2025,1109,2021,401,2.0,668.33,6,No
1014,5/4/2025,1063,2028,404,2.0,510.35,25,No
1015,5/4/2025,1092,2017,403,3.0,1854.8,86,Yes
1016,5/4/2025,1118,2057,403,2.0,699.17,44,Yes
1017,5/4/2025,1124,2070,401,1.0,30.76,19,Yes
1018,5/4/2025,1165,2077,401,2.0,449.46,1,Yes
1019,5/4/2025,1035,2068,402,2.0,1968.58,85,No
1020,5/4/2025,1187,2080,401,0.0,0,73,No
1021,5/4/2025,1004,2064,401,3.0,882.12,91,Yes
1022,5/4/2025,1196,2075,402,0.0,2341.92,86,Yes
1023,5/4/2025,1141,2033,404,1.0,0,51,No
1024,5/4/2025,1093,2050,402,2.0,448.27,34,Yes
1025,5/4/2025,1034,2059,401,3.0,1536.15,89,Yes
1026,5/4/2025,1093,2064,401,1.0,793.91,83,Yes
1027,5/4/2025,1157,2087,402,1.0,286.78,78,No
1028,5/4/2025,1114,2020,402,1.0,676.49,46,Yes
1029,5/4/2025,1188,2093,404,2.0,1814.26,74,No
1030,5/4/2025,1010,2028,404,1.0,1148.29,50,No
1031,5/4/2025,1016,2033,403,1.0,2257.88,95,No
1032,5/4/2025,1010,2085,402,2.0,387.44,76,No
1033,5/4/2025,1099,2060,404,0.0,0,41,No
1034,5/4/2025,1010,2083,403,0.0,768.16,67,No
1035,5/4/2025,1180,2066,403,2.0,1238.54,75,Yes
1036,5/4/2025,1148,2069,402,3.0,697.17,71,No
1037,5/4/2025,1167,2048,403,0.0,1072.89,44,Yes
1038,5/4/2025,1132,2032,404,1.0,851.04,30,No
1039,5/4/2025,1132,2051,403,2.0,187.71,21,No
1040,5/4/2025,1124,2061,401,1.0,0,65,No
1041,5/4/2025,1112,2021,402,0.0,835.41,87,Yes
1042,5/4/2025,1131,2082,403,1.0,239.94,39,Yes
1043,5/4/2025,1038,2023,402,2.0,0,88,No
1044,5/4/2025,1154,2091,401,1.0,3260.84,8,No
1045,5/4/2025,1106,2042,401,3.0,1173.27,78,No
1046,5/4/2025,1172,2061,404,1.0,719.71,60,Yes
1047,5/4/2025,1151,2020,404,0.0,1127.49,28,Yes
1048,5/4/2025,1062,2005,402,1.0,385.9,78,No
1049,5/4/2025,1034,2080,401,1.0,2996.14,60,No
1050,5/4/2025,1014,2021,403,1.0,1503.74,66,No
1051,5/4/2025,1132,2051,401,2.0,281.57,58,No
1052,5/4/2025,1021,2027,404,3.0,775.83,82,Yes
1053,5/4/2025,1123,2021,402,3.0,0,80,Yes
1054,5/4/2025,1153,2018,402,2.0,867.62,11,No
1055,5/4/2025,1042,2092,403,3.0,1446.63,49,No
1056,5/4/2025,1152,2075,401,1.0,2107.73,39,Yes
1057,5/4/2025,1096,2049,402,0.0,939.84,21,No
1058,5/4/2025,1004,2025,404,1.0,0,67,No
1059,5/4/2025,1155,2012,402,3.0,623.19,60,Yes
1060,5/4/2025,1157,2076,401,0.0,2418.21,20,Yes
1061,5/4/2025,1023,2061,402,0.0,199.92,97,No
1062,5/4/2025,1198,2086,404,3.0,894.1,78,Yes
1063,5/4/2025,1094,2005,404,1.0,771.8,53,Yes
1064,5/4/2025,1123,2098,404,2.0,3631.44,62,No
1065,5/4/2025,1150,2094,401,3.0,2466.75,7,Yes
1066,5/4/2025,1034,2032,404,1.0,1702.08,41,Yes
1067,5/4/2025,1021,2036,404,2.0,348.77,87,Yes
1068,5/4/2025,1048,2000,401,0.0,4846.55,3,No
1069,5/4/2025,1133,2000,404,1.0,872.38,94,Yes
1070,5/4/2025,1176,2040,404,2.0,55.26,81,Yes
1071,5/4/2025,1027,2019,404,2.0,747.14,82,No
1072,5/4/2025,1066,2068,404,2.0,1968.58,27,No
1073,5/4/2025,1156,2035,404,1.0,0,36,Yes
1074,5/4/2025,1105,2070,404,1.0,0,87,No
1075,5/4/2025,1094,2071,404,2.0,984.26,88,No
1076,5/4/2025,1078,2073,403,3.0,499.43,88,No
1077,5/4/2025,1188,2017,401,1.0,417.33,73,Yes
1078,5/4/2025,1114,2089,402,0.0,827.04,98,No
1079,5/4/2025,1054,2065,404,2.0,376.27,9,No
1080,5/4/2025,1140,2078,401,1.0,255.62,0,No
1081,5/4/2025,1099,2081,401,0.0,1492.44,96,Yes
1082,5/4/2025,1037,2060,404,0.0,1225.14,89,No
1083,5/4/2025,1016,2033,402,2.0,2007,24,No
1084,5/4/2025,1020,2077,401,3.0,561.83,77,No
1085,5/4/2025,1102,2078,403,0.0,142.01,67,No
1086,5/4/2025,1198,2022,404,3.0,671.18,95,No
1087,5/4/2025,1002,2025,403,1.0,503.32,26,No
1088,5/4/2025,1008,2076,402,1.0,1450.93,60,No
1089,5/4/2025,1172,2004,403,1.0,834.52,77,Yes
1090,5/4/2025,1167,2000,402,0.0,969.31,51,Yes
1091,5/4/2025,1070,2099,404,2.0,1551.17,67,Yes
1092,5/4/2025,1171,2050,404,1.0,168.1,70,Yes
1093,5/4/2025,1132,2001,401,0.0,2061.75,94,No
1094,5/4/2025,1140,2036,403,2.0,348.77,16,No
1095,5/4/2025,1070,2028,402,3.0,2551.76,88,Yes
1096,5/4/2025,1103,2073,401,2.0,0,90,No
1097,5/4/2025,1044,2052,401,0.0,2193.78,87,Yes
1098,5/4/2025,1128,2037,403,0.0,0,98,Yes
1099,5/4/2025,1131,2032,403,3.0,4728,91,Yes
1100,5/4/2025,1096,2072,404,1.0,378.27,32,No
1101,5/4/2025,1193,2043,404,3.0,2620.35,97,No
1102,5/4/2025,1150,2003,404,0.0,1155.54,82,No
1103,5/4/2025,1066,2008,404,1.0,59.93,61,No
1104,5/4/2025,1173,2089,402,2.0,0,61,Yes
1105,5/4/2025,1105,2045,401,2.0,499.42,50,No
1106,5/4/2025,1063,2036,401,3.0,653.94,28,No
1107,5/4/2025,1172,2095,403,0.0,981.58,50,No
1108,5/4/2025,1141,2022,404,2.0,0,27,Yes
1109,5/4/2025,1090,2027,403,1.0,698.25,50,No
1110,5/4/2025,1191,2087,402,3.0,955.92,63,No
1111,5/4/2025,1188,2025,402,1.0,251.66,9,Yes
1112,5/4/2025,1067,2026,402,1.0,380.81,87,No
1113,5/4/2025,1063,2079,403,1.0,1710.97,100,No
1114,5/4/2025,1199,2013,401,0.0,5612.16,74,No
1115,5/4/2025,1173,2084,404,0.0,281.85,2,Yes
1116,5/4/2025,1195,2069,401,3.0,697.17,84,No
1117,5/4/2025,1095,2079,403,3.0,950.54,30,Yes
1118,5/4/2025,1147,2035,404,1.0,809.99,63,Yes
1119,5/4/2025,1195,2065,403,3.0,1411.02,17,No
1120,5/4/2025,1056,2096,402,0.0,0,84,No
1121,5/4/2025,1134,2054,404,0.0,3602.04,100,Yes
1122,5/4/2025,1128,2044,404,1.0,373.64,75,Yes
1123,5/4/2025,1117,2015,404,2.0,1619.93,90,No
1124,5/4/2025,1176,2001,401,1.0,371.12,41,No
1125,5/4/2025,1097,2074,401,2.0,527.6,61,No
1126,5/4/2025,1092,2078,403,1.0,383.43,45,Yes
1127,5/4/2025,1140,2033,402,2.0,1338,76,No
1128,5/4/2025,1120,2078,403,2.0,227.22,21,Yes
1129,5/4/2025,1047,2063,404,1.0,0,4,No
1130,5/4/2025,1107,2089,403,2.0,330.82,88,Yes
1131,5/4/2025,1102,2035,404,1.0,1619.98,25,No
1132,5/4/2025,1146,2016,402,0.0,0,60,No
1133,5/4/2025,1184,2034,402,3.0,680.85,93,No
1134,5/4/2025,1097,2025,402,1.0,1258.29,72,No
1135,5/4/2025,1121,2001,402,3.0,0,96,No
1136,5/4/2025,1127,2017,403,3.0,0,78,Yes
1137,5/4/2025,1076,2032,401,3.0,6619.2,53,Yes
1138,5/4/2025,1025,2088,402,0.0,0,87,Yes
1139,5/4/2025,1055,2032,404,0.0,945.6,44,No
1140,5/4/2025,1115,2095,403,2.0,0,88,Yes
1141,5/4/2025,1092,2046,403,2.0,80.23,79,No
1142,5/4/2025,1005,2052,401,2.0,1170.02,89,Yes
1143,5/4/2025,1173,2077,402,1.0,1516.94,47,Yes
1144,5/4/2025,1199,2036,403,2.0,871.92,8,No
1145,5/4/2025,1172,2065,404,3.0,2822.04,30,Yes
1146,5/4/2025,1020,2048,403,3.0,1072.89,0,No
1147,5/4/2025,1161,2018,402,2.0,1301.42,62,No
1148,5/4/2025,1107,2080,404,0.0,4993.56,40,No
1149,5/4/2025,1020,2020,403,1.0,1014.74,36,Yes
1150,5/4/2025,1080,2040,403,2.0,55.26,85,No
1151,5/4/2025,1154,2082,404,2.0,639.84,24,No
1152,5/4/2025,1113,2099,403,3.0,646.32,97,No
1153,5/4/2025,1105,2021,402,0.0,835.41,66,No
1154,5/4/2025,1032,2093,402,2.0,2419.01,97,Yes
1155,5/4/2025,1190,2089,401,1.0,0,37,No
1156,5/4/2025,1042,2050,401,0.0,1120.68,75,Yes
1157,5/4/2025,1016,2060,401,0.0,816.76,86,Yes
1158,5/4/2025,1197,2050,401,0.0,560.34,38,Yes
1159,5/4/2025,1067,2079,402,0.0,1901.08,89,No
1160,5/4/2025,1167,2049,403,1.0,0,28,No
1161,5/4/2025,1063,2094,403,3.0,493.35,89,No
1162,5/4/2025,1160,2016,402,1.0,1162.87,19,Yes
1163,5/4/2025,1007,2004,403,2.0,2225.4,85,No
1164,5/4/2025,1121,2059,403,3.0,2048.2,18,Yes
1165,5/4/2025,1034,2089,402,3.0,2481.12,50,Yes
1166,5/4/2025,1161,2095,404,2.0,392.63,4,No
1167,5/4/2025,1088,2061,402,0.0,799.68,63,No
1168,5/4/2025,1113,2039,403,3.0,976.44,46,No
1169,5/4/2025,1066,2019,403,0.0,933.93,19,Yes
1170,5/4/2025,1000,2066,402,2.0,412.85,21,Yes
1171,5/4/2025,1073,2060,401,3.0,0,67,No
1172,5/4/2025,1193,2061,403,0.0,199.92,86,Yes
1173,5/4/2025,1196,2055,403,1.0,194.18,46,No
1174,5/4/2025,1001,2070,403,1.0,61.52,78,No
1175,5/4/2025,1105,2071,404,3.0,615.16,67,Yes
1176,5/4/2025,1063,2020,404,3.0,375.83,26,No
1177,5/4/2025,1056,2033,401,3.0,836.25,12,No
1178,5/4/2025,1160,2030,403,2.0,271.95,81,No
1179,5/4/2025,1166,2095,403,3.0,1472.37,62,No
1180,5/4/2025,1048,2008,402,1.0,0,77,Yes
1181,5/4/2025,1074,2014,404,3.0,738.9,17,No
1182,5/4/2025,1069,2089,404,1.0,372.17,37,Yes
1183,5/4/2025,1082,2002,402,0.0,1732,18,Yes
1184,5/4/2025,1136,2002,402,0.0,1732,7,No
1185,5/4/2025,1072,2034,402,3.0,0,47,No
1186,5/4/2025,1186,2001,402,0.0,824.7,40,No
1187,5/4/2025,1038,2001,404,1.0,0,70,Yes
1188,5/4/2025,1087,2053,403,3.0,2440.6,70,Yes
1189,5/4/2025,1095,2059,401,2.0,1638.56,93,No
1190,5/4/2025,1020,2096,402,0.0,2688.72,12,Yes
1191,5/4/2025,1068,2099,404,0.0,1938.96,57,Yes
1192,5/4/2025,1139,2060,402,1.0,1102.63,90,Yes
1193,5/4/2025,1064,2048,401,0.0,715.26,13,Yes
1194,5/4/2025,1196,2091,402,3.0,0,43,No
1195,5/4/2025,1197,2056,402,0.0,1049.44,72,Yes
1196,5/4/2025,1050,2058,401,1.0,1800.22,93,No
1197,5/4/2025,1121,2049,403,2.0,751.87,32,Yes
1198,5/4/2025,1040,2080,401,0.0,1664.52,10,No
1199,5/4/2025,1064,2061,403,1.0,179.93,82,No
1200,5/4/2025,1092,2006,402,0.0,198,33,Yes
1201,5/4/2025,1060,2081,404,2.0,1193.95,93,Yes
1202,5/4/2025,1003,2021,403,0.0,2506.23,71,Yes
1203,5/4/2025,1101,2031,401,0.0,1130.6,91,Yes
1204,5/4/2025,1148,2088,404,1.0,0,80,Yes
1205,5/4/2025,1095,2098,401,1.0,2451.22,8,Yes
1206,5/4/2025,1040,2063,401,2.0,883.94,3,No
1207,5/4/2025,1194,2080,401,0.0,1664.52,75,Yes
1208,5/4/2025,1091,2082,402,0.0,0,53,Yes
1209,5/4/2025,1032,2062,402,2.0,1981.95,10,Yes
1210,5/4/2025,1142,2082,403,3.0,799.8,20,No
1211,5/4/2025,1187,2024,401,3.0,372.81,70,No
1212,5/4/2025,1091,2092,402,2.0,385.77,44,No
1213,5/4/2025,1010,2062,404,2.0,990.98,84,Yes
1214,5/4/2025,1138,2089,404,1.0,744.34,43,Yes
1215,5/4/2025,1145,2023,403,2.0,1503.26,32,Yes
1216,5/4/2025,1187,2059,403,1.0,1843.38,9,Yes
1217,5/4/2025,1017,2067,402,3.0,0,18,No
1218,5/4/2025,1075,2033,403,3.0,836.25,45,Yes
1219,5/4/2025,1000,2099,404,1.0,2326.75,33,No
1220,5/4/2025,1004,2079,403,1.0,0,81,No
1221,5/4/2025,1082,2092,401,3.0,0,68,Yes
1222,5/4/2025,1048,2067,404,1.0,785.56,94,No
1223,5/4/2025,1156,2036,403,3.0,0,7,Yes
1224,5/4/2025,1164,2041,401,0.0,804.21,18,Yes
1225,5/4/2025,1133,2084,401,0.0,0,66,Yes
1226,5/4/2025,1033,2022,401,1.0,604.06,38,No
1227,5/4/2025,1027,2062,402,0.0,1238.72,80,No
1228,5/4/2025,1008,2073,404,3.0,1498.29,40,Yes
1229,5/4/2025,1134,2079,403,0.0,950.54,17,No
1230,5/4/2025,1093,2028,401,0.0,1275.88,30,No
1231,5/4/2025,1053,2083,404,0.0,2304.48,38,Yes
1232,5/4/2025,1119,2081,401,2.0,0,95,Yes
1233,5/4/2025,1142,2095,404,2.0,1177.9,68,No
1234,5/4/2025,1181,2007,403,0.0,583.39,44,Yes
1235,5/4/2025,1187,2009,403,0.0,265.24,5,Yes
1236,5/4/2025,1055,2066,401,0.0,2580.3,78,Yes
1237,5/4/2025,1185,2029,404,1.0,12.16,67,No
1238,5/4/2025,1049,2067,402,1.0,261.86,1,No
1239,5/4/2025,1142,2095,404,0.0,1963.16,4,No
1240,5/4/2025,1196,2081,403,3.0,746.22,31,Yes
1241,5/4/2025,1179,2085,404,0.0,242.15,99,No
1242,5/4/2025,1042,2023,404,2.0,2254.9,82,No
1243,5/4/2025,1168,2020,404,2.0,601.33,44,No
1244,5/4/2025,1080,2070,403,2.0,0,31,No
1245,5/4/2025,1105,2097,404,2.0,673.68,97,Yes
1246,5/4/2025,1155,2030,402,3.0,509.91,57,No
1247,5/4/2025,1196,2070,403,2.0,27.34,99,No
1248,5/4/2025,1115,2057,404,0.0,1747.92,26,Yes
1249,5/4/2025,1185,2004,403,0.0,2781.75,52,Yes
1250,5/4/2025,1132,2017,403,0.0,0,38,No
1251,5/4/2025,1076,2028,402,2.0,1020.7,57,Yes
1252,5/4/2025,1005,2098,403,1.0,3268.3,86,No
1253,5/4/2025,1024,2004,404,2.0,1483.6,6,Yes
1254,5/4/2025,1039,2017,403,2.0,370.96,25,No
1255,5/4/2025,1149,2031,402,2.0,904.48,77,No
1256,5/4/2025,1076,2011,404,1.0,737.53,60,No
1257,5/4/2025,1187,2009,403,3.0,198.93,74,No
1258,5/4/2025,1044,2062,401,2.0,495.49,57,No
1259,5/4/2025,1009,2093,404,0.0,0,48,Yes
1260,5/4/2025,1199,2007,403,2.0,1400.14,9,Yes
1261,5/4/2025,1111,2053,401,1.0,3294.81,20,Yes
1262,5/4/2025,1191,2083,401,3.0,768.16,0,Yes
1263,5/4/2025,1013,2039,401,2.0,1562.3,94,Yes
1264,5/4/2025,1138,2072,402,2.0,672.48,92,Yes
1265,5/4/2025,1128,2089,402,1.0,744.34,17,Yes
1266,5/4/2025,1012,2086,404,3.0,2682.3,1,No
1267,5/4/2025,1192,2076,401,1.0,1450.93,71,No
1268,5/4/2025,1110,2037,404,1.0,324.13,23,Yes
1269,5/4/2025,1033,2043,401,3.0,4367.25,18,No
1270,5/4/2025,1146,2095,401,3.0,1963.16,10,Yes
1271,5/4/2025,1067,2010,404,3.0,0,9,No
1272,5/4/2025,1198,2089,402,1.0,744.34,9,Yes
1273,5/4/2025,1123,2071,402,3.0,1845.48,31,Yes
1274,5/4/2025,1101,2083,402,1.0,2074.03,63,Yes
1275,5/4/2025,1062,2009,403,3.0,66.31,65,No
1276,5/4/2025,1082,2087,401,0.0,318.64,7,No
1277,5/4/2025,1171,2052,404,2.0,0,19,Yes
1278,5/4/2025,1089,2024,403,2.0,298.25,13,Yes
1279,5/4/2025,1152,2083,401,2.0,1843.58,18,No
1280,5/4/2025,1043,2044,404,1.0,373.64,28,No
1281,5/4/2025,1112,2005,402,1.0,0,28,Yes
1282,5/4/2025,1175,2047,402,0.0,1004.94,67,No
1283,5/4/2025,1028,2094,401,1.0,888.03,58,Yes
1284,5/4/2025,1158,2018,403,0.0,2169.04,42,Yes
1285,5/4/2025,1087,2088,401,2.0,567.48,23,Yes
1286,5/4/2025,1115,2060,401,2.0,980.11,73,No
1287,5/4/2025,1053,2094,402,1.0,888.03,9,Yes
1288,5/4/2025,1139,2066,403,3.0,2580.3,56,No
1289,5/4/2025,1159,2093,402,0.0,0,64,Yes
1290,5/4/2025,1096,2074,401,2.0,1055.2,45,Yes
1291,5/4/2025,1043,2007,403,1.0,525.05,64,No
1292,5/4/2025,1178,2079,403,0.0,950.54,96,Yes
1293,5/4/2025,1119,2083,401,0.0,768.16,40,No
1294,5/4/2025,1099,2084,403,2.0,0,75,Yes
1295,5/4/2025,1027,2002,403,3.0,866,74,No
1296,5/4/2025,1059,2048,401,2.0,572.21,92,No
1297,5/4/2025,1124,2076,401,1.0,2176.39,32,No
1298,5/4/2025,1050,2064,404,0.0,1470.2,1,No
1299,5/4/2025,1010,2031,403,2.0,1356.72,66,Yes
1300,5/4/2025,1125,2050,402,0.0,373.56,12,Yes
1301,5/4/2025,1088,2087,403,2.0,509.82,42,Yes
1302,5/4/2025,1160,2038,402,2.0,2223.62,45,Yes
1303,5/4/2025,1015,2080,403,3.0,2496.78,68,Yes
1304,5/4/2025,1007,2071,403,1.0,553.64,23,No
1305,5/4/2025,1038,2043,404,1.0,786.1,72,Yes
1306,5/4/2025,1022,2093,404,1.0,2721.38,80,Yes
1307,5/4/2025,1106,2030,402,3.0,1019.82,76,No
1308,5/4/2025,1079,2077,403,3.0,561.83,5,Yes
1309,5/4/2025,1138,2016,402,1.0,872.15,22,Yes
1310,5/4/2025,1148,2069,402,1.0,418.3,81,No
1311,5/4/2025,1079,2088,402,3.0,709.35,83,Yes
1312,5/4/2025,1197,2018,402,2.0,867.62,51,No
1313,5/4/2025,1017,2071,401,1.0,553.64,33,Yes
1314,5/4/2025,1081,2018,401,2.0,867.62,64,Yes
1315,5/4/2025,1105,2052,403,3.0,731.26,60,No
1316,5/4/2025,1190,2081,403,1.0,0,79,No
1317,5/4/2025,1199,2024,401,1.0,223.69,65,No
1318,5/4/2025,1047,2003,403,1.0,346.66,48,Yes
1319,5/4/2025,1152,2029,402,0.0,27.02,33,No
1320,5/4/2025,1091,2010,404,1.0,210.17,74,No
1321,5/4/2025,1128,2077,404,2.0,0,41,Yes
1322,5/4/2025,1047,2049,404,3.0,0,77,No
1323,5/4/2025,1035,2020,402,1.0,676.49,30,No
1324,5/4/2025,1008,2052,401,2.0,585.01,92,No
1325,5/4/2025,1105,2028,402,1.0,1148.29,51,Yes
1326,5/4/2025,1016,2022,404,3.0,2684.72,13,Yes
1327,5/4/2025,1176,2041,404,1.0,1447.58,72,No
1328,5/4/2025,1109,2051,401,3.0,469.28,55,No
1329,5/4/2025,1184,2040,404,0.0,103.62,32,Yes
1330,5/4/2025,1133,2013,404,3.0,3741.44,5,Yes
1331,5/4/2025,1010,2031,404,0.0,1130.6,70,No
1332,5/4/2025,1142,2049,401,1.0,0,59,Yes
1333,5/4/2025,1074,2056,404,2.0,839.55,73,Yes
1334,5/4/2025,1198,2036,404,1.0,392.36,45,Yes
1335,5/4/2025,1108,2037,401,1.0,648.25,22,Yes
1336,5/4/2025,1118,2082,404,0.0,799.8,27,Yes
1337,5/4/2025,1184,2064,401,1.0,264.64,85,Yes
1338,5/4/2025,1199,2074,402,3.0,1978.5,65,Yes
1339,5/4/2025,1105,2041,404,0.0,0,64,No
1340,5/4/2025,1045,2058,402,3.0,0,57,No
1341,5/4/2025,1023,2032,403,1.0,1702.08,100,No
1342,5/4/2025,1183,2093,401,0.0,2267.82,63,Yes
1343,5/4/2025,1029,2090,404,2.0,57.31,59,Yes
1344,5/4/2025,1021,2067,404,1.0,261.86,44,No
1345,5/4/2025,1096,2070,404,0.0,136.72,27,Yes
1346,5/4/2025,1196,2021,403,1.0,751.87,70,Yes
1347,5/4/2025,1041,2018,402,0.0,1084.52,63,No
1348,5/4/2025,1107,2039,403,3.0,0,79,Yes
1349,5/4/2025,1073,2080,402,0.0,3329.04,45,No
1350,5/4/2025,1033,2025,401,2.0,671.09,77,Yes
1351,5/4/2025,1003,2058,404,3.0,2000.25,74,No
1352,5/4/2025,1139,2000,404,1.0,1744.76,19,Yes
1353,5/4/2025,1055,2075,404,3.0,3122.56,23,No
1354,5/4/2025,1104,2056,401,0.0,1574.16,58,No
1355,5/4/2025,1062,2070,403,1.0,30.76,35,Yes
1356,5/4/2025,1012,2023,402,0.0,2818.62,57,No
1357,5/4/2025,1167,2044,401,1.0,560.47,73,No
1358,5/4/2025,1008,2085,403,2.0,0,65,No
1359,5/4/2025,1022,2006,401,3.0,990,97,No
1360,5/4/2025,1045,2020,403,1.0,1352.99,25,Yes
1361,5/4/2025,1116,2095,403,0.0,981.58,23,Yes
1362,5/4/2025,1023,2098,403,2.0,1452.58,88,No
1363,5/4/2025,1094,2048,401,3.0,1072.89,98,Yes
1364,5/4/2025,1140,2008,403,3.0,0,55,Yes
1365,5/4/2025,1034,2015,403,2.0,1079.95,67,Yes
1366,5/4/2025,1134,2052,402,1.0,1316.27,73,No
1367,5/4/2025,1156,2007,401,0.0,1750.17,49,Yes
1368,5/4/2025,1123,2092,403,3.0,0,36,No
1369,5/4/2025,1155,2040,403,2.0,27.63,72,Yes
1370,5/4/2025,1033,2078,404,3.0,568.04,32,No
1371,5/4/2025,1126,2023,402,2.0,2254.9,98,No
1372,5/4/2025,1049,2000,401,0.0,3877.24,58,Yes
1373,5/4/2025,1119,2080,401,1.0,0,70,No
1374,5/4/2025,1157,2053,404,0.0,1830.45,47,Yes
